scenario,station_code,year,split,water_cost,nitrogen_cost,season_irrigation_cap,season_n_cap,total_irrigation,total_n,final_topwt,final_grnwt,mean_swfac,max_swfac,swfac_stress_days_gt_0p05,mean_nstres,max_nstres,nstres_days_gt_0p05,profit_simple,irrigation_event_count,n_event_count,irrigation_during_or_before_swfac_stress,fertilization_during_or_before_nstres,decision_reasonableness_label,run_status,daily_csv_path
A_baseline,SYA,2020,train,0.1,0.25,160.0,250.0,160.0,250.0,18198.533935546875,10000.914916992188,0.0,0.0,0,0.0004945207333219,0.0161526203155517,0,21.509149169921884,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2020_ppo_daily.csv
A_baseline,SYA,2022,train,0.1,0.25,160.0,250.0,160.0,250.0,16819.268798828125,10597.227783203123,0.0,0.0,0,0.0195920563919443,0.4090781211853027,9,27.472277832031253,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2022_ppo_daily.csv
A_baseline,SYA,2008,eval,0.1,0.25,160.0,250.0,160.0,250.0,17889.886474609375,11073.42529296875,0.0,0.0,0,0.0003854640713938,0.0155877470970153,0,32.2342529296875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2008_ppo_daily.csv
A_baseline,SYA,2010,eval,0.1,0.25,160.0,250.0,160.0,250.0,15639.02587890625,8490.496826171875,0.0,0.0,0,0.0004923695685879,0.0152856111526489,0,6.40496826171875,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2010_ppo_daily.csv
A_baseline,SYA,2012,eval,0.1,0.25,160.0,250.0,160.0,250.0,16730.673828125,10106.010131835938,0.0,0.0,0,0.0003792326501075,0.015001893043518,0,22.56010131835937,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2012_ppo_daily.csv
A_baseline,SYA,2023,eval,0.1,0.25,160.0,250.0,160.0,250.0,18630.089111328125,10738.28857421875,0.0,0.0,0,0.000445635854334,0.0159885883331298,0,28.882885742187497,8,7,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/SYA/2023_ppo_daily.csv
A_baseline,YCA,2004,train,0.1,0.25,160.0,250.0,160.0,250.0,18240.057373046875,8064.649658203125,0.0359265394832776,0.7893905192613602,7,0.016253303963205,0.1690112352371215,16,2.146496582031247,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2004_ppo_daily.csv
A_baseline,YCA,2014,train,0.1,0.25,160.0,250.0,160.0,250.0,19913.094482421875,9381.273803710938,0.0004025914958704,0.0430772900581359,0,0.0002898941530245,0.0121910572052001,0,15.312738037109384,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2014_ppo_daily.csv
A_baseline,YCA,2015,train,0.1,0.25,160.0,250.0,160.0,250.0,20207.34741210937,9082.266845703123,0.0,0.0,0,0.0003094766978864,0.0121910572052001,0,12.322668457031256,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2015_ppo_daily.csv
A_baseline,YCA,2019,train,0.1,0.25,160.0,250.0,160.0,250.0,17785.5126953125,7598.8336181640625,0.0034322414067712,0.3466563820838928,1,0.0002440881020951,0.0121910572052001,0,-2.5116638183593665,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2019_ppo_daily.csv
A_baseline,YCA,2022,train,0.1,0.25,160.0,250.0,160.0,250.0,18689.842529296875,8496.190795898438,0.0,0.0,0,0.0095571501582276,0.1437798738479614,8,6.461907958984384,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2022_ppo_daily.csv
A_baseline,YCA,2005,eval,0.1,0.25,160.0,250.0,160.0,250.0,19096.8359375,9111.399536132812,0.0015784597621773,0.167316734790802,1,0.0002108013854836,0.0121910572052001,0,12.613995361328122,11,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2005_ppo_daily.csv
A_baseline,YCA,2010,eval,0.1,0.25,160.0,250.0,160.0,250.0,17177.061767578125,7246.476440429687,0.0010421073436737,0.1042107343673706,1,0.0003645634651184,0.0130308866500854,0,-6.035235595703128,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2010_ppo_daily.csv
A_baseline,YCA,2012,eval,0.1,0.25,160.0,250.0,160.0,250.0,17109.373779296875,7861.51123046875,0.0010793345315115,0.1133301258087158,1,0.0002266378629775,0.0121910572052001,0,0.1151123046875,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2012_ppo_daily.csv
A_baseline,YCA,2023,eval,0.1,0.25,160.0,250.0,160.0,250.0,22438.1591796875,9577.166137695312,0.0001108959778067,0.0107569098472595,0,0.0065763144148993,0.1199568510055542,5,17.271661376953134,12,8,True,True,cap_saturated,ok,Leave_One_experiments/all_year_direct_action_safe_ppo/daily_outputs/YCA/2023_ppo_daily.csv
